age,income,dti,utilization,num_delinq,employment_years,default
32.0,131799.0,0.1,0.333,1,8.7,0
45.0,44603.0,0.344,0.126,1,7.5,0
39.0,19933.0,0.355,0.224,0,2.6,1
36.0,48969.0,0.206,0.5,0,1.7,1
72.0,62922.0,0.15,0.316,0,2.8,0
22.0,59931.0,0.453,0.297,0,8.5,1
52.0,50076.0,0.402,0.81,0,16.5,0
30.0,113989.0,0.48,0.214,0,2.1,0
42.0,57995.0,0.043,0.576,0,6.9,0
71.0,51411.0,0.129,0.483,0,9.5,0
28.0,36723.0,0.04,0.475,1,5.4,1
31.0,22621.0,0.315,0.398,0,8.2,1
40.0,63871.0,0.327,0.129,1,7.1,1
30.0,61249.0,0.247,0.254,1,4.4,1
51.0,31899.0,0.345,0.364,0,6.9,0
34.0,52988.0,0.308,0.708,2,1.6,1
48.0,50417.0,0.076,0.283,0,5.4,0
24.0,39646.0,0.274,0.504,0,4.1,1
18.0,36437.0,0.348,0.203,0,4.0,1
37.0,66340.0,0.131,0.179,2,1.2,1
21.0,48392.0,0.335,0.332,0,3.5,1
58.0,40316.0,0.337,0.148,0,1.8,1
22.0,35213.0,0.134,0.485,1,2.4,1
28.0,50767.0,0.22,0.262,0,8.9,0
45.0,86012.0,0.198,0.398,0,14.3,1
33.0,60073.0,0.219,0.588,1,3.1,1
22.0,48119.0,0.643,0.344,2,2.6,1
64.0,63212.0,0.33,0.748,0,5.5,1
28.0,107172.0,0.298,0.578,0,3.6,0
38.0,69231.0,0.243,0.179,0,8.3,1
37.0,61704.0,0.171,0.262,1,0.9,0
49.0,74553.0,0.269,0.147,0,0.6,1
46.0,50061.0,0.067,0.572,1,9.7,0
30.0,59399.0,0.061,0.492,0,5.3,1
36.0,42426.0,0.476,0.039,1,11.7,1
37.0,24952.0,0.211,0.428,1,16.5,1
49.0,64307.0,0.305,0.248,0,5.1,0
26.0,64430.0,0.457,0.64,0,6.6,1
64.0,46917.0,0.048,0.14,1,2.7,1
31.0,90936.0,0.173,0.472,0,3.0,0
40.0,37767.0,0.137,0.181,0,6.2,0
26.0,22344.0,0.383,0.064,0,0.4,1
24.0,38233.0,0.269,0.392,0,3.8,1
30.0,25073.0,0.536,0.24,0,4.2,1
28.0,64152.0,0.082,0.316,2,4.3,0
35.0,37196.0,0.254,0.286,0,5.2,0
28.0,88641.0,0.332,0.102,0,9.1,1
48.0,87719.0,0.43,0.448,0,6.4,0
31.0,34116.0,0.417,0.254,1,5.4,1
29.0,36169.0,0.308,0.517,0,7.7,0
35.0,70772.0,0.368,0.173,0,7.0,0
52.0,88426.0,0.294,0.182,0,9.2,0
43.0,19805.0,0.151,0.377,1,7.4,1
39.0,62370.0,0.192,0.093,3,3.0,1
23.0,18055.0,0.168,0.419,0,2.8,1
26.0,41181.0,0.074,0.61,0,5.2,0
25.0,93604.0,0.157,0.266,1,8.3,1
56.0,243991.0,0.296,0.284,1,3.9,0
46.0,48078.0,0.359,0.316,0,5.5,0
30.0,29040.0,0.125,0.407,0,4.7,1
33.0,41909.0,0.465,0.631,0,2.6,0
30.0,55996.0,0.209,0.822,0,13.2,1
29.0,38750.0,0.133,0.648,2,3.5,1
46.0,34118.0,0.204,0.071,2,3.8,0
37.0,43764.0,0.372,0.169,1,7.2,1
65.0,66025.0,0.116,0.483,1,1.1,1
55.0,49776.0,0.156,0.829,0,4.3,1
56.0,34864.0,0.154,0.53,1,6.8,1
48.0,38753.0,0.235,0.439,0,8.2,0
35.0,44050.0,0.162,0.329,0,6.3,1
47.0,32869.0,0.451,0.461,0,2.0,1
36.0,38041.0,0.155,0.329,1,1.7,0
60.0,74744.0,0.154,0.718,0,3.1,1
45.0,48283.0,0.165,0.252,1,7.9,1
43.0,22545.0,0.039,0.273,0,6.7,0
42.0,90443.0,0.137,0.552,0,7.0,1
61.0,66727.0,0.27,0.054,0,4.0,0
23.0,27131.0,0.214,0.629,0,3.7,1
62.0,45130.0,0.251,0.66,1,2.8,1
38.0,36459.0,0.082,0.561,0,11.4,0
23.0,75997.0,0.424,0.399,0,9.5,1
31.0,44989.0,0.031,0.209,0,2.5,1
20.0,52240.0,0.346,0.482,0,2.0,1
48.0,49286.0,0.605,0.664,0,3.2,1
28.0,25847.0,0.172,0.447,1,5.1,1
42.0,109393.0,0.386,0.556,1,5.8,1
54.0,75445.0,0.135,0.471,1,9.3,0
32.0,37284.0,0.35,0.446,0,3.5,1
37.0,59631.0,0.335,0.319,1,3.8,0
24.0,88173.0,0.256,0.27,1,3.5,1
35.0,55708.0,0.425,0.298,0,1.9,1
71.0,117993.0,0.438,0.472,1,2.3,0
49.0,233031.0,0.157,0.774,0,2.4,0
37.0,50865.0,0.264,0.411,0,4.9,1
33.0,40487.0,0.032,0.763,0,7.4,0
39.0,33034.0,0.161,0.16,0,9.2,1
42.0,17912.0,0.412,0.212,0,14.8,1
35.0,101121.0,0.401,0.628,0,3.6,0
46.0,45399.0,0.247,0.048,0,7.4,0
29.0,83925.0,0.528,0.401,0,14.6,0
28.0,92802.0,0.202,0.623,0,2.3,1
44.0,31556.0,0.334,0.24,1,9.5,1
26.0,34016.0,0.247,0.179,1,3.4,0
49.0,129618.0,0.285,0.327,0,4.9,1
40.0,52311.0,0.296,0.302,0,7.4,1
18.0,38943.0,0.172,0.617,0,7.0,0
41.0,32126.0,0.42,0.188,0,8.2,1
20.0,50477.0,0.356,0.274,2,4.5,1
48.0,115145.0,0.471,0.53,1,2.6,1
37.0,76322.0,0.118,0.202,0,2.5,0
62.0,59331.0,0.454,0.578,0,6.5,1
53.0,119882.0,0.565,0.815,2,7.3,1
27.0,108868.0,0.165,0.142,1,2.3,0
18.0,64027.0,0.203,0.673,0,14.3,0
31.0,217088.0,0.446,0.651,0,9.1,1
25.0,47872.0,0.163,0.058,0,7.5,1
62.0,93809.0,0.324,0.648,2,3.9,1
40.0,44511.0,0.027,0.182,0,7.3,1
51.0,85087.0,0.158,0.629,2,5.4,1
37.0,47849.0,0.129,0.291,0,7.3,1
38.0,68233.0,0.093,0.434,0,4.5,1
40.0,178987.0,0.28,0.174,1,2.2,1
53.0,87197.0,0.13,0.491,1,11.1,0
44.0,68763.0,0.289,0.171,0,4.0,1
27.0,36778.0,0.412,0.806,0,6.3,1
59.0,59523.0,0.248,0.482,0,4.4,0
36.0,32728.0,0.359,0.079,1,2.7,0
35.0,84414.0,0.297,0.59,0,14.1,1
18.0,83361.0,0.338,0.45,0,6.7,0
48.0,49522.0,0.216,0.6,2,6.9,0
41.0,124463.0,0.478,0.581,0,4.5,1
41.0,116012.0,0.124,0.185,1,4.4,0
35.0,58386.0,0.157,0.895,0,7.9,1
33.0,71880.0,0.082,0.386,0,4.4,1
36.0,40367.0,0.479,0.346,0,11.6,0
46.0,47283.0,0.203,0.211,0,3.0,1
48.0,31603.0,0.362,0.45,0,5.9,0
37.0,42652.0,0.395,0.596,0,13.4,1
51.0,51421.0,0.211,0.385,0,7.0,1
39.0,23619.0,0.165,0.7,0,4.1,0
34.0,72288.0,0.053,0.275,0,4.4,0
42.0,90315.0,0.403,0.332,1,17.6,1
24.0,53962.0,0.252,0.26,0,12.4,1
43.0,14064.0,0.129,0.37,0,3.0,1
21.0,47739.0,0.127,0.853,1,3.0,1
28.0,26992.0,0.112,0.112,0,5.8,1
18.0,39942.0,0.213,0.299,1,1.3,1
38.0,111968.0,0.387,0.29,0,11.5,0
59.0,16039.0,0.295,0.307,3,5.7,1
39.0,36020.0,0.259,0.134,0,2.2,0
48.0,82025.0,0.037,0.088,0,11.1,0
68.0,38141.0,0.607,0.156,1,4.3,1
45.0,36709.0,0.241,0.247,0,3.2,0
31.0,149672.0,0.45,0.398,0,10.3,1
32.0,65460.0,0.381,0.371,0,8.1,0
40.0,86435.0,0.117,0.271,0,4.8,0
32.0,69379.0,0.447,0.455,0,8.0,1
33.0,58738.0,0.233,0.232,0,6.8,0
52.0,101927.0,0.106,0.419,1,0.9,0
52.0,140459.0,0.179,0.485,0,8.2,0
20.0,23347.0,0.327,0.284,0,5.4,0
30.0,53228.0,0.293,0.77,0,6.3,1
34.0,53019.0,0.383,0.396,0,7.6,1
47.0,43711.0,0.112,0.153,0,6.4,1
54.0,88480.0,0.39,0.129,1,8.6,1
72.0,61602.0,0.294,0.293,0,4.6,1
34.0,141880.0,0.192,0.252,0,6.4,0
35.0,93914.0,0.069,0.714,0,3.4,1
47.0,107189.0,0.159,0.114,1,2.5,1
32.0,29745.0,0.07,0.508,1,3.2,0
38.0,36205.0,0.521,0.181,0,3.5,0
35.0,37728.0,0.225,0.381,0,6.8,1
18.0,104984.0,0.183,0.278,1,7.2,1
41.0,33403.0,0.604,0.277,1,1.6,1
38.0,33895.0,0.154,0.727,0,4.8,0
55.0,30925.0,0.334,0.305,0,2.0,1
40.0,214596.0,0.578,0.376,1,6.6,1
25.0,50457.0,0.173,0.222,1,5.3,1
37.0,70611.0,0.049,0.178,0,8.5,1
18.0,30629.0,0.124,0.226,1,8.0,1
25.0,87521.0,0.055,0.336,0,5.3,1
48.0,22318.0,0.391,0.508,0,9.9,1
37.0,33206.0,0.116,0.552,0,3.7,1
51.0,37583.0,0.305,0.344,0,4.2,0
18.0,60442.0,0.064,0.364,1,12.9,0
37.0,36441.0,0.273,0.637,0,14.7,0
34.0,116076.0,0.393,0.226,0,7.7,0
51.0,69676.0,0.062,0.09,0,13.4,0
48.0,38376.0,0.028,0.795,0,6.3,1
48.0,89215.0,0.23,0.743,0,6.9,0
58.0,44505.0,0.112,0.67,1,7.9,1
36.0,40327.0,0.364,0.546,1,8.1,1
56.0,84788.0,0.21,0.768,1,5.3,1
27.0,15892.0,0.161,0.557,1,1.1,1
27.0,78230.0,0.288,0.567,1,6.3,1
49.0,37928.0,0.227,0.795,0,5.6,1
22.0,37900.0,0.145,0.041,1,6.9,1
47.0,144216.0,0.234,0.664,1,2.0,0
41.0,41539.0,0.149,0.289,0,5.2,1
53.0,87374.0,0.447,0.509,0,12.3,0
39.0,62294.0,0.16,0.275,1,4.7,0
41.0,65611.0,0.049,0.246,0,6.1,1
46.0,47798.0,0.29,0.688,0,11.8,0
32.0,46567.0,0.09,0.396,0,0.9,1
32.0,116308.0,0.407,0.25,0,6.1,0
46.0,86269.0,0.219,0.592,1,6.7,0
40.0,42199.0,0.009,0.244,0,1.1,0
35.0,32114.0,0.25,0.479,1,5.9,1
39.0,40448.0,0.157,0.46,1,9.8,0
59.0,88499.0,0.078,0.32,1,10.1,0
35.0,97670.0,0.389,0.644,1,6.7,1
34.0,71501.0,0.384,0.398,0,5.1,0
20.0,24140.0,0.614,0.521,1,4.4,1
39.0,78975.0,0.173,0.504,0,3.2,1
48.0,103963.0,0.034,0.425,0,8.2,1
50.0,59088.0,0.461,0.122,0,5.7,1
41.0,145787.0,0.33,0.604,0,4.7,1
51.0,27988.0,0.246,0.148,0,2.7,0
49.0,76298.0,0.186,0.34,2,6.0,1
53.0,32529.0,0.068,0.559,0,4.7,0
52.0,91975.0,0.59,0.34,0,3.1,1
59.0,73602.0,0.059,0.539,0,6.3,1
38.0,133343.0,0.218,0.041,1,7.7,0
24.0,69554.0,0.199,0.195,0,8.9,0
48.0,44267.0,0.436,0.189,0,9.7,1
49.0,42381.0,0.37,0.403,0,10.9,1
59.0,47806.0,0.303,0.182,0,5.0,0
55.0,41967.0,0.181,0.27,1,11.1,1
63.0,106250.0,0.587,0.14,0,1.1,1
47.0,102521.0,0.305,0.592,0,4.1,1
43.0,25635.0,0.25,0.753,0,11.6,0
23.0,55225.0,0.101,0.64,0,11.5,1
44.0,55896.0,0.605,0.45,0,8.1,1
33.0,36657.0,0.351,0.318,0,2.0,0
43.0,67449.0,0.176,0.106,1,2.9,1
41.0,112468.0,0.37,0.219,0,10.0,1
46.0,84618.0,0.413,0.479,1,11.0,1
39.0,106248.0,0.143,0.359,0,7.4,0
51.0,37827.0,0.584,0.303,0,1.9,1
18.0,55174.0,0.563,0.525,1,12.9,1
42.0,36945.0,0.311,0.373,0,4.3,1
54.0,61066.0,0.589,0.398,0,7.8,1
62.0,63878.0,0.372,0.431,1,8.3,1
49.0,87546.0,0.105,0.825,0,18.2,0
60.0,104479.0,0.244,0.607,0,2.8,1
42.0,76457.0,0.199,0.305,1,3.9,0
40.0,35239.0,0.252,0.045,1,9.5,1
46.0,27554.0,0.157,0.681,0,4.2,1
40.0,70264.0,0.319,0.591,1,3.8,0
31.0,114721.0,0.368,0.524,2,3.2,1
34.0,53509.0,0.427,0.408,0,4.4,0
27.0,25243.0,0.474,0.113,1,14.3,1
46.0,153642.0,0.201,0.196,2,3.2,0
40.0,69196.0,0.123,0.373,1,4.9,1
36.0,59016.0,0.019,0.3,2,1.4,1
33.0,30213.0,0.004,0.579,1,3.4,0
46.0,54617.0,0.084,0.551,1,4.5,1
49.0,76377.0,0.473,0.72,0,10.0,0
26.0,69669.0,0.418,0.212,0,7.6,0
25.0,38563.0,0.249,0.145,0,2.2,0
51.0,52652.0,0.056,0.304,0,5.6,0
23.0,39815.0,0.253,0.225,0,4.9,1
47.0,124502.0,0.448,0.431,0,10.0,0
59.0,84748.0,0.098,0.57,0,8.3,1
59.0,41682.0,0.365,0.446,0,2.7,1
49.0,30205.0,0.173,0.08,1,2.3,1
49.0,62250.0,0.132,0.183,0,1.6,1
67.0,42344.0,0.036,0.449,0,3.7,1
18.0,43952.0,0.259,0.59,1,4.6,0
34.0,30712.0,0.306,0.37,2,3.7,1
50.0,32673.0,0.183,0.225,0,10.1,0
36.0,58767.0,0.39,0.167,1,2.6,1
55.0,47409.0,0.617,0.067,0,12.1,1
40.0,188765.0,0.257,0.206,0,4.1,1
42.0,72921.0,0.19,0.488,0,14.7,0
37.0,30459.0,0.527,0.665,0,8.2,0
34.0,25139.0,0.078,0.22,0,4.1,0
33.0,66111.0,0.575,0.654,0,6.6,0
43.0,44425.0,0.114,0.202,2,1.9,0
31.0,105423.0,0.092,0.547,0,3.3,1
51.0,62376.0,0.177,0.133,1,7.1,0
48.0,20105.0,0.245,0.571,1,4.4,1
53.0,32542.0,0.117,0.707,0,6.8,0
26.0,38652.0,0.091,0.136,0,6.7,0
20.0,67577.0,0.294,0.427,0,14.0,1
40.0,32004.0,0.682,0.151,0,5.6,1
75.0,58478.0,0.115,0.495,0,13.1,1
55.0,27776.0,0.216,0.74,1,11.2,1
33.0,54344.0,0.165,0.231,0,8.1,0
45.0,65187.0,0.327,0.536,1,7.9,1
49.0,112505.0,0.184,0.104,0,4.9,1
24.0,61254.0,0.212,0.291,0,6.2,1
56.0,36013.0,0.258,0.649,1,9.1,1
38.0,114291.0,0.125,0.248,0,5.2,1
39.0,49435.0,0.179,0.195,0,4.1,0
40.0,79760.0,0.287,0.67,1,2.2,1
54.0,39877.0,0.357,0.163,0,13.2,1
31.0,56692.0,0.122,0.573,0,9.1,0
20.0,36292.0,0.283,0.37,0,4.4,0
44.0,63648.0,0.409,0.691,1,12.5,1
18.0,80976.0,0.491,0.137,0,10.7,1
36.0,42302.0,0.26,0.563,0,2.4,1
54.0,41130.0,0.308,0.476,0,5.1,1
47.0,64758.0,0.349,0.42,0,7.0,1
53.0,35864.0,0.361,0.5,1,8.1,1
47.0,25363.0,0.536,0.236,0,4.2,1
69.0,64641.0,0.093,0.2,1,1.7,1
33.0,51336.0,0.117,0.169,1,2.5,1
45.0,50796.0,0.203,0.63,1,5.7,0
35.0,70301.0,0.231,0.33,0,5.2,0
51.0,75386.0,0.275,0.225,0,7.3,0
39.0,49986.0,0.21,0.687,1,10.6,0
61.0,30905.0,0.097,0.338,0,4.5,0
34.0,39368.0,0.234,0.309,0,3.8,0
57.0,72583.0,0.113,0.533,0,4.1,0
47.0,58000.0,0.159,0.615,1,2.2,0
40.0,41156.0,0.325,0.252,1,6.5,1
47.0,36600.0,0.214,0.202,1,4.0,1
43.0,73785.0,0.223,0.335,0,13.6,0
44.0,48493.0,0.195,0.334,0,14.6,0
38.0,78933.0,0.633,0.665,0,9.5,0
32.0,84092.0,0.259,0.126,0,5.7,1
36.0,46332.0,0.338,0.343,0,5.8,1
20.0,87101.0,0.109,0.111,1,4.9,1
50.0,58058.0,0.097,0.532,1,3.8,1
25.0,61937.0,0.668,0.069,0,3.6,0
37.0,18135.0,0.193,0.267,0,13.3,0
48.0,33341.0,0.229,0.374,0,2.8,0
50.0,34257.0,0.04,0.864,0,5.1,1
19.0,46197.0,0.417,0.667,1,9.8,1
39.0,57364.0,0.219,0.473,0,6.9,0
46.0,58549.0,0.22,0.308,0,5.7,1
41.0,62497.0,0.319,0.602,1,4.7,0
56.0,38466.0,0.363,0.631,1,1.6,1
30.0,76549.0,0.516,0.465,0,3.4,0
18.0,133873.0,0.16,0.685,0,7.0,1
50.0,45403.0,0.712,0.46,0,6.0,1
34.0,38877.0,0.347,0.272,0,6.1,0
19.0,38458.0,0.209,0.277,2,8.0,1
38.0,56542.0,0.39,0.307,0,6.5,0
55.0,41653.0,0.123,0.18,0,2.3,0
25.0,22807.0,0.174,0.783,0,5.3,1
68.0,26151.0,0.45,0.098,0,2.7,0
30.0,90228.0,0.159,0.291,0,8.6,1
41.0,102837.0,0.325,0.227,0,6.7,0
25.0,120565.0,0.55,0.317,0,4.8,1
40.0,60667.0,0.413,0.101,1,4.1,1
38.0,33009.0,0.317,0.43,0,11.6,0
22.0,43521.0,0.27,0.464,0,3.8,1
74.0,25702.0,0.087,0.447,1,8.0,1
34.0,25211.0,0.138,0.593,0,4.4,1
34.0,61552.0,0.22,0.626,0,7.4,0
52.0,70934.0,0.415,0.372,1,7.4,0
62.0,144233.0,0.114,0.393,1,8.9,1
54.0,51972.0,0.635,0.339,0,3.4,1
26.0,27476.0,0.147,0.334,0,1.4,0
43.0,50972.0,0.083,0.434,0,2.7,1
18.0,47041.0,0.29,0.272,0,2.6,1
51.0,42378.0,0.334,0.6,0,2.2,1
20.0,64336.0,0.586,0.68,0,6.9,1
30.0,29518.0,0.3,0.497,0,1.7,0
40.0,57836.0,0.262,0.256,0,7.4,0
45.0,75040.0,0.065,0.282,0,4.0,1
37.0,110180.0,0.411,0.77,0,2.9,1
58.0,63271.0,0.258,0.312,1,1.3,1
49.0,91268.0,0.319,0.332,0,0.6,1
48.0,43393.0,0.247,0.546,0,3.1,1
25.0,46530.0,0.395,0.692,0,2.5,1
60.0,106290.0,0.162,0.29,0,7.1,0
30.0,27288.0,0.345,0.665,1,1.5,1
61.0,44286.0,0.113,0.105,0,3.1,1
64.0,95246.0,0.246,0.14,0,4.6,1
46.0,48749.0,0.185,0.81,0,12.4,1
52.0,46967.0,0.236,0.799,1,6.0,1
18.0,47445.0,0.462,0.345,1,7.6,1
38.0,57445.0,0.214,0.324,0,5.5,0
53.0,93250.0,0.436,0.414,0,2.9,0
51.0,86001.0,0.181,0.444,0,1.8,1
25.0,54488.0,0.242,0.259,0,5.9,0
36.0,93545.0,0.306,0.54,0,3.8,0
18.0,64273.0,0.114,0.326,1,3.9,1
45.0,83246.0,0.193,0.442,0,3.2,0
18.0,32397.0,0.212,0.601,1,8.8,1
54.0,129221.0,0.459,0.378,0,1.6,1
54.0,60482.0,0.161,0.478,0,13.6,1
34.0,13710.0,0.335,0.651,2,10.2,1
46.0,124214.0,0.449,0.554,0,8.3,1
37.0,54313.0,0.363,0.223,0,2.5,1
43.0,44456.0,0.374,0.392,1,2.4,1
26.0,40021.0,0.163,0.662,0,3.7,0
47.0,67491.0,0.437,0.391,0,1.4,1
20.0,34746.0,0.173,0.524,0,3.4,0
18.0,40601.0,0.156,0.196,2,5.9,1
39.0,41092.0,0.159,0.261,0,12.4,0
37.0,46811.0,0.418,0.189,0,1.2,1
43.0,41873.0,0.185,0.408,0,7.4,1
32.0,82984.0,0.361,0.163,0,5.0,0
63.0,62040.0,0.317,0.209,0,3.6,0
42.0,65941.0,0.192,0.305,0,4.4,0
43.0,73519.0,0.154,0.668,1,4.0,1
42.0,51712.0,0.443,0.78,0,6.4,1
52.0,32528.0,0.249,0.549,0,2.9,0
47.0,133597.0,0.255,0.486,0,6.2,1
45.0,86143.0,0.472,0.4,0,8.5,0
49.0,121347.0,0.266,0.51,0,3.6,1
18.0,90878.0,0.265,0.766,1,6.9,1
19.0,43037.0,0.368,0.327,0,6.5,0
39.0,16748.0,0.322,0.283,0,4.8,0
38.0,29303.0,0.405,0.756,0,12.5,1
47.0,74478.0,0.182,0.561,0,3.0,0
40.0,51489.0,0.476,0.096,0,8.4,0
47.0,43918.0,0.387,0.872,0,3.9,0
25.0,15556.0,0.323,0.086,0,12.3,0
40.0,53822.0,0.454,0.639,0,11.3,1
24.0,31543.0,0.077,0.469,0,1.2,0
45.0,37715.0,0.06,0.229,0,8.5,0
18.0,82872.0,0.034,0.044,0,3.5,0
44.0,32384.0,0.428,0.497,0,7.0,1
22.0,33967.0,0.157,0.437,0,3.5,1
35.0,59444.0,0.038,0.36,0,6.9,1
51.0,83799.0,0.293,0.66,2,8.2,1
43.0,44296.0,0.59,0.744,0,2.8,1
20.0,112827.0,0.351,0.543,0,1.6,1
32.0,28586.0,0.218,0.294,1,9.1,0
22.0,26186.0,0.036,0.526,2,7.3,1
20.0,25093.0,0.344,0.097,0,6.6,0
41.0,23716.0,0.123,0.094,0,4.4,1
47.0,64105.0,0.057,0.183,0,2.1,0
45.0,33227.0,0.201,0.465,1,3.6,0
47.0,26766.0,0.328,0.449,0,3.2,1
40.0,65506.0,0.532,0.218,1,8.2,0
37.0,81795.0,0.262,0.802,0,1.1,1
27.0,91622.0,0.381,0.524,0,4.2,1
35.0,83922.0,0.164,0.162,1,2.4,1
24.0,34233.0,0.476,0.31,0,9.1,1
30.0,62196.0,0.443,0.69,1,11.6,1
41.0,69455.0,0.621,0.199,0,11.6,0
39.0,42726.0,0.114,0.276,0,6.7,0
77.0,58828.0,0.142,0.401,1,10.6,0
24.0,28975.0,0.262,0.395,1,4.4,1
38.0,39585.0,0.385,0.067,0,6.9,0
23.0,65244.0,0.37,0.269,0,7.0,1
35.0,115125.0,0.686,0.445,0,2.5,0
36.0,96348.0,0.253,0.191,1,7.2,0
50.0,75390.0,0.252,0.324,0,6.4,0
35.0,56379.0,0.058,0.199,0,12.2,0
38.0,52176.0,0.264,0.139,0,5.0,0
35.0,26270.0,0.262,0.286,1,14.3,1
23.0,35676.0,0.093,0.546,0,3.0,1
32.0,36264.0,0.34,0.301,0,10.7,0
35.0,72213.0,0.484,0.188,0,11.6,1
41.0,86897.0,0.428,0.338,0,4.0,1
47.0,78299.0,0.127,0.072,0,8.2,1
37.0,97864.0,0.392,0.361,0,5.8,0
37.0,56169.0,0.188,0.618,0,4.0,1
19.0,33141.0,0.351,0.213,1,5.1,1
46.0,52841.0,0.131,0.445,0,9.1,1
32.0,37706.0,0.056,0.38,1,9.2,1
49.0,75277.0,0.409,0.138,0,6.9,1
56.0,45273.0,0.187,0.525,0,5.7,0
38.0,51572.0,0.236,0.306,0,7.8,1
28.0,76635.0,0.171,0.066,1,7.3,0
40.0,37401.0,0.23,0.385,1,6.9,1
44.0,87727.0,0.25,0.678,0,2.1,1
36.0,27617.0,0.095,0.169,1,7.5,0
33.0,63150.0,0.236,0.73,0,2.7,1
47.0,51769.0,0.257,0.426,0,11.7,0
46.0,81934.0,0.26,0.434,1,7.6,1
36.0,27250.0,0.53,0.778,0,8.9,1
20.0,25200.0,0.424,0.59,1,1.2,1
45.0,78828.0,0.182,0.283,0,10.2,0
31.0,44558.0,0.361,0.445,0,10.6,1
43.0,51772.0,0.058,0.259,3,1.6,1
42.0,38954.0,0.137,0.266,0,1.9,0
18.0,85511.0,0.327,0.058,1,17.4,0
41.0,62919.0,0.502,0.659,0,9.1,1
46.0,61104.0,0.099,0.893,0,6.3,1
48.0,30188.0,0.164,0.426,1,2.1,1
41.0,69616.0,0.114,0.165,1,4.9,0
18.0,32988.0,0.235,0.605,1,5.4,1
55.0,38977.0,0.301,0.556,0,4.1,1
45.0,27373.0,0.436,0.264,1,6.7,1
26.0,50098.0,0.325,0.394,0,9.5,1
31.0,92248.0,0.136,0.199,0,7.4,0
43.0,60679.0,0.361,0.498,0,9.2,1
48.0,43438.0,0.643,0.287,0,5.6,0
34.0,57215.0,0.508,0.147,0,0.8,1
50.0,57057.0,0.199,0.508,1,2.8,1
18.0,55996.0,0.2,0.335,0,5.2,1
27.0,59199.0,0.387,0.727,0,6.5,1
18.0,32209.0,0.101,0.233,1,8.4,0
29.0,57141.0,0.328,0.506,0,5.5,1
58.0,22525.0,0.075,0.408,1,7.0,0
65.0,72245.0,0.058,0.224,0,13.5,0
43.0,31214.0,0.218,0.329,1,8.1,1
32.0,97616.0,0.045,0.627,1,6.9,0
37.0,15953.0,0.223,0.492,0,6.9,0
46.0,125143.0,0.011,0.136,0,2.3,0
21.0,23870.0,0.247,0.522,0,7.1,0
33.0,29734.0,0.341,0.78,0,6.7,1
57.0,62914.0,0.655,0.259,0,2.2,0
27.0,73818.0,0.226,0.391,1,12.3,0
31.0,47019.0,0.166,0.622,0,3.0,1
40.0,84652.0,0.28,0.614,0,7.5,1
43.0,36378.0,0.232,0.184,1,5.6,0
32.0,44363.0,0.615,0.138,0,6.8,0
41.0,46582.0,0.268,0.311,0,10.1,0
47.0,41390.0,0.299,0.319,1,2.2,1
64.0,20597.0,0.064,0.506,0,3.9,0
38.0,53512.0,0.184,0.331,0,12.1,0
40.0,51149.0,0.1,0.378,1,8.4,0
58.0,92883.0,0.193,0.353,1,8.1,1
33.0,28482.0,0.35,0.306,0,7.7,1
24.0,39352.0,0.23,0.67,0,6.0,1
43.0,98888.0,0.523,0.457,0,4.4,1
53.0,62733.0,0.077,0.147,0,6.2,0
44.0,71303.0,0.277,0.264,0,4.9,1
39.0,67963.0,0.339,0.439,0,10.4,1
23.0,68114.0,0.035,0.225,0,4.1,0
39.0,134662.0,0.487,0.341,0,2.5,1
55.0,56714.0,0.185,0.286,0,7.4,1
25.0,32674.0,0.392,0.269,0,3.5,1
37.0,74563.0,0.393,0.482,0,1.6,1
35.0,40812.0,0.381,0.233,0,5.3,1
32.0,51279.0,0.244,0.445,0,8.9,1
43.0,65192.0,0.194,0.074,0,2.2,0
45.0,35930.0,0.474,0.103,0,7.9,1
45.0,41976.0,0.446,0.68,0,4.3,1
28.0,68729.0,0.33,0.495,1,3.6,1
20.0,41179.0,0.201,0.357,0,12.5,1
43.0,88141.0,0.217,0.282,0,4.1,1
34.0,33088.0,0.469,0.574,0,3.1,1
62.0,33032.0,0.099,0.409,0,11.0,1
63.0,140509.0,0.255,0.422,0,0.6,1
64.0,25207.0,0.474,0.76,0,0.5,1
29.0,53457.0,0.189,0.781,0,5.2,1
47.0,136727.0,0.062,0.117,0,5.9,1
50.0,53407.0,0.226,0.138,1,1.3,1
49.0,106232.0,0.075,0.389,0,5.1,0
36.0,75075.0,0.104,0.413,1,3.5,1
55.0,53982.0,0.217,0.561,1,2.5,1
40.0,50751.0,0.189,0.285,0,4.8,0
42.0,18776.0,0.208,0.543,0,3.4,1
22.0,46187.0,0.276,0.344,0,12.2,1
48.0,60846.0,0.14,0.486,0,4.6,0
37.0,60830.0,0.057,0.266,1,7.2,1
46.0,185894.0,0.368,0.32,1,4.0,0
43.0,62348.0,0.51,0.099,2,6.0,0
42.0,74241.0,0.38,0.655,0,7.4,1
39.0,97001.0,0.085,0.597,0,1.8,1
49.0,70987.0,0.442,0.132,1,7.5,1
38.0,51895.0,0.425,0.657,2,15.3,1
23.0,52021.0,0.393,0.369,1,2.8,1
47.0,45464.0,0.219,0.273,0,4.4,0
30.0,67650.0,0.063,0.199,0,14.9,1
24.0,49754.0,0.302,0.489,0,1.1,0
28.0,74048.0,0.035,0.352,0,5.2,0
43.0,32711.0,0.597,0.2,1,1.3,1
39.0,58304.0,0.587,0.099,2,1.6,0
